SAMPLE_ID, SAMPLE_NAME, GENE_NAME, REGULATION, Z_SCORE, ID_STUDY
2340251,TCGA-XF-AAML-01,HRAS,normal,      -0.641,413
2270189,TCGA-OR-A5L6-01,HRAS,normal,      -0.667,631
1914110,TCGA-97-7937-01,HRAS,normal,      -0.333,417
2194285,TCGA-HT-7603-01,HRAS,normal,       1.379,545
2198461,TCGA-D1-A1O0-01,HRAS,normal,      -0.996,419
2121880,TCGA-DJ-A2PN-01,HRAS,normal,      -0.456,542
1783410,TCGA-B5-A11S-01,HRAS,normal,      -1.222,419
1779880,TCGA-B8-4146-01,HRAS,normal,      -1.184,416
2269910,TCGA-KL-8331-01,HRAS,normal,      -0.617,634
2195171,TCGA-J1-A4AH-01,HRAS,normal,       0.173,418
2197902,TCGA-BR-A4CR-01,HRAS,normal,      -0.025,541
2340503,TCGA-2A-A8VL-01,HRAS,normal,      -0.095,435
2122187,TCGA-J8-A3YE-01,HRAS,normal,      -0.294,542
1783320,TCGA-A5-A0GX-01,HRAS,normal,       1.634,419
2386066,TCGA-5R-AAAM-01,HRAS,normal,      -0.673,628
2120517,TCGA-CJ-4890-01,HRAS,normal,      -0.531,416
1651282,TCGA-DM-A1DA-01,HRAS,normal,       0.226,376
2262851,TCGA-J4-A67Q-01,HRAS,over,       3.189,435
2121908,TCGA-DJ-A3UN-01,HRAS,normal,      -0.126,542
1783539,TCGA-D1-A1NX-01,HRAS,normal,      -0.839,419
2197897,TCGA-BR-A4J6-01,HRAS,normal,       0.793,541
2197913,TCGA-HU-A4G8-01,HRAS,normal,       0.224,541
2194368,TCGA-DH-A66F-01,HRAS,normal,      -0.282,545
2195081,TCGA-90-A4EE-01,HRAS,normal,       0.131,418
1780215,TCGA-73-4666-01,HRAS,normal,      -0.498,417
2339709,TCGA-EJ-A65G-01,HRAS,normal,      -0.289,435
2121647,TCGA-EE-A29W-06,HRAS,normal,      -0.495,540
2193692,TCGA-CV-7254-01,HRAS,normal,      -0.537,627
2120406,TCGA-AK-3445-01,HRAS,normal,       0.060,416
1337878,TCGA-06-2558-01,HRAS,normal,      -1.128,329
2340268,TCGA-Q1-A73O-01,HRAS,normal,      -0.158,415
1899847,TCGA-AR-A24Z-01,HRAS,normal,      -0.716,414
2198284,TCGA-AJ-A3EK-01,HRAS,normal,      -0.380,419
2198117,TCGA-BR-8683-01,HRAS,normal,      -0.718,541
2193669,TCGA-CN-6998-01,HRAS,normal,      -0.218,627
2385959,TCGA-KC-A7F6-01,HRAS,normal,       0.069,435
1900159,TCGA-E2-A1BD-01,HRAS,normal,      -0.319,414
2340141,TCGA-AY-A8YK-01,HRAS,normal,       0.396,376
2270199,TCGA-QQ-A8VB-01,HRAS,normal,      -0.757,635
1783468,TCGA-BS-A0U5-01,HRAS,normal,      -0.213,419
1783513,TCGA-D1-A16N-01,HRAS,over,       5.114,419
2122105,TCGA-ET-A2N5-01,HRAS,normal,      -0.365,542
1779636,TCGA-BH-A0HN-01,HRAS,normal,      -0.027,414
1651280,TCGA-DM-A1D8-01,HRAS,normal,       0.519,376
1915872,TCGA-EJ-7792-01,HRAS,normal,      -0.830,435
2120291,TCGA-14-0781-01,HRAS,normal,       0.332,329
2196437,TCGA-36-1581-01,HRAS,normal,      -1.126,331
2198013,TCGA-BR-A4IY-01,HRAS,over,       3.423,541
1651307,TCGA-F4-6806-01,HRAS,normal,      -0.660,376
2457497,TCGA-XR-A8TG-01,HRAS,normal,      -0.616,628
2386241,TCGA-EO-A3L0-01,HRAS,normal,      -0.417,419
2339533,TCGA-LT-A8JT-01,HRAS,normal,      -1.072,413
2263346,TCGA-L9-A50W-01,HRAS,normal,      -0.039,417
2385866,TCGA-33-AASD-01,HRAS,normal,       0.525,418
2339219,TCGA-S3-AA14-01,HRAS,normal,      -0.290,414
2195019,TCGA-22-4594-01,HRAS,normal,      -0.699,418
2386231,TCGA-AJ-A5DV-01,HRAS,normal,      -0.713,419
2193688,TCGA-CN-5364-01,HRAS,normal,       0.128,627
1651335,TCGA-G4-6323-01,HRAS,normal,      -0.727,376
1650381,TCGA-AB-2889-03,HRAS,normal,      -0.380,377
2197917,TCGA-BR-8080-01,HRAS,normal,      -0.916,541
1779491,TCGA-AR-A0TT-01,HRAS,normal,      -0.423,414
1899633,TCGA-A2-A0T6-01,HRAS,normal,      -0.633,414
2193813,TCGA-CV-6956-01,HRAS,normal,      -0.518,627
2120448,TCGA-BP-4165-01,HRAS,normal,       0.797,416
2121569,TCGA-DA-A1HY-06,HRAS,normal,      -0.415,540
2269790,TCGA-L5-A4OW-01,HRAS,normal,      -0.607,633
2198333,TCGA-AP-A1DM-01,HRAS,normal,       0.568,419
2385686,TCGA-NJ-A4YQ-01,HRAS,normal,      -0.815,417
2198216,TCGA-KS-A4I7-01,HRAS,normal,       0.389,542
1474823,TCGA-13-0920-01,HRAS,normal,      -0.548,331
2193434,TCGA-AA-A02E-01,HRAS,normal,      -0.596,376
1780222,TCGA-75-5125-01,HRAS,normal,      -0.414,417
2262921,TCGA-EA-A97N-01,HRAS,normal,      -0.684,415
2385957,TCGA-KC-A7F3-01,HRAS,normal,      -0.270,435
1779888,TCGA-B8-5158-01,HRAS,normal,      -0.405,416
2339198,TCGA-XF-AAMQ-01,HRAS,normal,      -0.877,413
2193372,TCGA-HM-A4S6-01,HRAS,normal,      -0.179,415
2270014,TCGA-KL-8337-01,HRAS,normal,      -0.236,634
2187803,TCGA-AR-A5QQ-01,HRAS,over,       6.619,414
1651672,TCGA-DY-A1DC-01,HRAS,normal,       1.306,375
1915896,TCGA-HC-7750-01,HRAS,normal,      -0.192,435
1914036,TCGA-69-7761-01,HRAS,normal,      -0.836,417
1898143,TCGA-H4-A2HQ-01,HRAS,normal,      -0.855,413
2385969,TCGA-KK-A7B0-01,HRAS,over,       3.042,435
2270287,TCGA-X9-A973-01,HRAS,normal,      -0.183,635
1801075,TCGA-A3-3351-01,HRAS,normal,      -0.599,416
1899752,TCGA-AN-A0AT-01,HRAS,normal,       0.582,414
1899717,TCGA-A8-A099-01,HRAS,normal,      -0.930,414
2122074,TCGA-EM-A3FN-01,HRAS,normal,       1.592,542
2194785,TCGA-55-A492-01,HRAS,over,       3.387,417
2194748,TCGA-78-8648-01,HRAS,normal,      -0.160,417
1914014,TCGA-55-6987-01,HRAS,normal,      -0.844,417
2270226,TCGA-HB-A43Z-01,HRAS,normal,      -0.574,635
2187770,TCGA-E2-A3DX-01,HRAS,normal,      -0.659,414
2193815,TCGA-CV-7424-01,HRAS,normal,       0.248,627
2193291,TCGA-GV-A3QF-01,HRAS,normal,      -0.623,413
2194542,TCGA-DD-A4NJ-01,HRAS,normal,      -0.423,628
2193336,TCGA-HM-A3JJ-01,HRAS,normal,      -0.291,415
2194664,TCGA-FV-A3R2-01,HRAS,normal,      -0.284,628
2187705,TCGA-OL-A5D6-01,HRAS,normal,      -0.174,414
1650930,TCGA-A6-2683-01,HRAS,normal,       1.830,376
2198175,TCGA-ET-A2N3-01,HRAS,normal,       0.872,542
2194330,TCGA-HW-7486-01,HRAS,normal,      -0.043,545
2339868,TCGA-RC-A7SF-01,HRAS,normal,       0.353,628
1900076,TCGA-D8-A1XL-01,HRAS,normal,       0.501,414
1797175,TCGA-CH-5771-01,HRAS,normal,      -0.476,435
1651270,TCGA-D5-6931-01,HRAS,normal,      -0.872,376
2339652,TCGA-K7-A5RF-01,HRAS,normal,      -0.771,628
2270120,TCGA-OR-A5JW-01,HRAS,normal,      -1.861,631
2197609,TCGA-EJ-8472-01,HRAS,normal,      -0.635,435
2386042,TCGA-ZG-A9NI-01,HRAS,normal,       1.041,435
2187751,TCGA-EW-A1PC-01,HRAS,normal,      -0.055,414
2269937,TCGA-LN-A8HZ-01,HRAS,normal,       0.684,633
2386025,TCGA-ZG-A9L0-01,HRAS,normal,       0.713,435
2269884,TCGA-DX-A48P-01,HRAS,normal,      -0.562,635
1915871,TCGA-EJ-7791-01,HRAS,normal,      -0.678,435
1650494,TCGA-AB-3011-03,HRAS,normal,      -0.174,377
1651337,TCGA-G4-6588-01,HRAS,over,       2.075,376
2270172,TCGA-L5-A8NQ-01,HRAS,normal,       1.084,633
1779785,TCGA-A3-3357-01,HRAS,normal,      -0.275,416
2194409,TCGA-HT-8107-01,HRAS,normal,       0.230,545
2193791,TCGA-CV-5436-01,HRAS,normal,       0.751,627
2340502,TCGA-2A-A8VO-01,HRAS,normal,       0.266,435
2121773,TCGA-FS-A1ZZ-06,HRAS,normal,      -1.001,540
2340006,TCGA-QG-A5Z1-01,HRAS,normal,      -0.687,376
2385771,TCGA-K4-A5RI-01,HRAS,normal,      -0.481,413
2194198,TCGA-FG-A6J1-01,HRAS,over,       5.674,545
1900084,TCGA-D8-A1XW-01,HRAS,normal,      -0.895,414
2457511,TCGA-DJ-A3VI-01,HRAS,normal,      -0.489,542
2120381,TCGA-76-4929-01,HRAS,normal,       0.485,329
1731267,TCGA-29-1783-01,HRAS,normal,      -0.720,331
2339978,TCGA-XF-AAMR-01,HRAS,normal,      -1.061,413
2194144,TCGA-HT-7902-01,HRAS,normal,      -0.248,545
2195229,TCGA-56-A5DR-01,HRAS,normal,      -0.125,418
2262903,TCGA-AC-A8OR-01,HRAS,normal,       0.607,414
2193637,TCGA-CV-7433-01,HRAS,normal,      -0.534,627
2194614,TCGA-ES-A2HT-01,HRAS,over,       2.346,628
2194419,TCGA-HT-7475-01,HRAS,normal,      -0.279,545
2193521,TCGA-HD-8635-01,HRAS,normal,      -0.736,627
2385823,TCGA-ZF-A9RN-01,HRAS,normal,      -0.094,413
1651649,TCGA-AG-A008-01,HRAS,normal,      -0.591,375
2263085,TCGA-S9-A7R4-01,HRAS,normal,      -1.551,545
1913390,TCGA-B0-5098-01,HRAS,normal,      -0.430,416
2380414,TCGA-BF-A5EQ-01,HRAS,normal,      -0.558,540
2339657,TCGA-95-7562-01,HRAS,over,       2.724,417
1779253,TCGA-DK-A1AB-01,HRAS,normal,      -1.131,413
2193852,TCGA-CQ-5333-01,HRAS,normal,       1.796,627
1779820,TCGA-B0-4945-01,HRAS,normal,      -0.437,416
1780067,TCGA-05-4418-01,HRAS,normal,       0.205,417
2198473,TCGA-EY-A3L3-01,HRAS,normal,      -0.150,419
1779977,TCGA-CJ-4907-01,HRAS,normal,      -0.270,416
1899784,TCGA-AO-A0JL-01,HRAS,normal,       0.686,414
2386115,TCGA-C8-A8HQ-01,HRAS,normal,       0.110,414
2270140,TCGA-DX-A3UA-01,HRAS,normal,       0.138,635
1650396,TCGA-AB-2904-03,HRAS,normal,      -1.450,377
2195113,TCGA-22-1017-01,HRAS,normal,      -1.672,418
2269703,TCGA-L5-A43M-01,HRAS,normal,      -0.844,633
2195074,TCGA-85-8582-01,HRAS,normal,      -0.169,418
2386027,TCGA-ZG-A9L2-01,HRAS,normal,      -0.407,435
2198055,TCGA-BR-7715-01,HRAS,normal,       1.158,541
1899975,TCGA-BH-A1F6-01,HRAS,normal,      -0.172,414
2193360,TCGA-FU-A3HY-01,HRAS,normal,      -0.089,415
2195147,TCGA-56-8622-01,HRAS,normal,       0.705,418
2339588,TCGA-UF-A7JC-01,HRAS,normal,      -0.436,627
2187710,TCGA-LL-A5YL-01,HRAS,normal,       1.086,414
1779956,TCGA-BP-5190-01,HRAS,normal,       0.316,416
1783441,TCGA-BG-A0VW-01,HRAS,normal,       1.051,419
1899762,TCGA-AN-A0FX-01,HRAS,normal,       0.794,414
1651551,TCGA-AG-3727-01,HRAS,over,       2.663,375
2380391,TCGA-D3-A8GV-06,HRAS,normal,       1.373,540
1650481,TCGA-AB-2995-03,HRAS,normal,      -0.371,377
1782843,TCGA-66-2783-01,HRAS,normal,       1.175,418
2187849,TCGA-AC-A23G-01,HRAS,normal,      -0.342,414
2269716,TCGA-N5-A4RT-01,HRAS,over,       6.773,636
2185856,TCGA-GF-A6C8-06,HRAS,normal,      -0.460,540
2340458,TCGA-DD-AACQ-01,HRAS,normal,       0.712,628
1782659,TCGA-66-2766-01,HRAS,normal,       0.156,418
1900205,TCGA-E9-A1RB-01,HRAS,normal,      -0.273,414
2194839,TCGA-44-7669-01,HRAS,normal,       0.912,417
2187725,TCGA-GM-A3XG-01,HRAS,normal,       1.206,414
1899632,TCGA-A2-A0T3-01,HRAS,normal,       0.233,414
1650298,TCGA-AB-2806-03,HRAS,normal,      -1.159,377
1899979,TCGA-BH-A1FE-01,HRAS,normal,      -0.990,414
1779978,TCGA-CJ-4908-01,HRAS,normal,      -0.286,416
1779637,TCGA-BH-A0HO-01,HRAS,normal,      -0.269,414
2185854,TCGA-EB-A5KH-06,HRAS,normal,       0.242,540
2339908,TCGA-3A-A9IS-01,HRAS,normal,       0.452,629
1779769,TCGA-DR-A0ZM-01,HRAS,over,       2.858,415
2385677,TCGA-97-A4M0-01,HRAS,normal,      -0.396,417
2339236,TCGA-DG-A2KK-01,HRAS,normal,      -0.757,415
2193771,TCGA-BB-7872-01,HRAS,normal,      -0.288,627
2193645,TCGA-CR-6487-01,HRAS,normal,      -0.766,627
1338014,TCGA-14-1825-01,HRAS,normal,       0.214,329
2193248,TCGA-E7-A541-01,HRAS,normal,      -0.380,413
2122104,TCGA-ET-A2N4-01,HRAS,normal,       0.187,542
2121927,TCGA-DJ-A4UL-01,HRAS,normal,       0.970,542
1914045,TCGA-73-7498-01,HRAS,normal,       0.047,417
1783394,TCGA-B5-A0K4-01,HRAS,over,       3.361,419
1899946,TCGA-BH-A0W4-01,HRAS,normal,      -0.665,414
2263092,TCGA-TM-A84H-01,HRAS,normal,      -0.466,545
1779873,TCGA-B2-4099-01,HRAS,normal,      -0.059,416
2194568,TCGA-DD-A1EJ-01,HRAS,normal,      -0.413,628
2194843,TCGA-55-8620-01,HRAS,over,       3.892,417
1779936,TCGA-BP-5008-01,HRAS,normal,      -0.462,416
1797203,TCGA-EJ-5516-01,HRAS,normal,      -1.087,435
2120511,TCGA-CJ-4884-01,HRAS,normal,       0.171,416
1783473,TCGA-BS-A0UF-01,HRAS,normal,       0.384,419
2193573,TCGA-CR-7383-01,HRAS,normal,      -0.441,627
2197981,TCGA-CD-A487-01,HRAS,normal,       1.317,541
1650490,TCGA-AB-3006-03,HRAS,normal,       0.018,377
2339947,TCGA-VP-A876-01,HRAS,normal,      -0.658,435
2120303,TCGA-19-2620-01,HRAS,normal,      -0.457,329
1899737,TCGA-A8-A0A9-01,HRAS,normal,      -0.055,414
2270244,TCGA-KL-8343-01,HRAS,normal,      -0.927,634
1783374,TCGA-AX-A0IU-01,HRAS,normal,      -0.543,419
1899732,TCGA-A8-A09X-01,HRAS,normal,      -0.566,414
2339260,TCGA-D6-A6EK-01,HRAS,over,       2.976,627
2194200,TCGA-DU-7290-01,HRAS,normal,      -0.747,545
2386071,TCGA-CC-A9FW-01,HRAS,normal,       0.233,628
2121941,TCGA-E3-A3E2-01,HRAS,normal,       0.085,542
2269762,TCGA-GR-A4D4-01,HRAS,normal,      -0.831,632
1797185,TCGA-EJ-5496-01,HRAS,normal,      -1.017,435
1779579,TCGA-BH-A0BD-01,HRAS,normal,      -0.233,414
2340124,TCGA-AJ-A8CW-01,HRAS,normal,      -0.597,419
2270003,TCGA-IE-A4EH-01,HRAS,normal,       0.195,635
1899806,TCGA-AQ-A1H2-01,HRAS,normal,      -0.727,414
1914105,TCGA-97-7546-01,HRAS,normal,      -1.131,417
2269749,TCGA-DX-A1L3-01,HRAS,normal,      -0.516,635
1913400,TCGA-B4-5834-01,HRAS,normal,      -0.390,416
2197887,TCGA-D7-6526-01,HRAS,normal,      -1.055,541
2269938,TCGA-MB-A5Y9-01,HRAS,normal,       0.271,635
2194572,TCGA-DD-A73B-01,HRAS,normal,      -0.199,628
1899821,TCGA-AR-A1AO-01,HRAS,normal,      -0.485,414
1783486,TCGA-D1-A0ZQ-01,HRAS,normal,      -0.166,419
1337860,TCGA-06-0747-01,HRAS,normal,      -0.083,329
2263014,TCGA-M7-A722-01,HRAS,over,       4.837,435
2269868,TCGA-UE-A6QT-01,HRAS,normal,      -0.370,635
2193213,TCGA-FT-A3EE-01,HRAS,normal,       1.175,413
1900062,TCGA-D8-A1JS-01,HRAS,normal,       0.070,414
2198276,TCGA-D1-A2G5-01,HRAS,normal,      -1.229,419
2193500,TCGA-KU-A66T-01,HRAS,normal,      -0.377,627
2339397,TCGA-3A-A9IN-01,HRAS,over,       2.216,629
2339326,TCGA-DD-AADL-01,HRAS,normal,      -0.485,628
2269942,TCGA-N5-A4RM-01,HRAS,over,      18.211,636
2270202,TCGA-SG-A6Z7-01,HRAS,normal,      -0.698,635
1779874,TCGA-B2-4101-01,HRAS,normal,      -0.272,416
2262816,TCGA-77-A5G7-01,HRAS,normal,      -0.141,418
2262752,TCGA-QK-A6IF-01,HRAS,normal,      -0.929,627
2385681,TCGA-97-A4M6-01,HRAS,normal,      -0.268,417
2339933,TCGA-G9-A9S7-01,HRAS,normal,      -0.105,435
2195009,TCGA-L3-A524-01,HRAS,normal,       0.353,418
2194632,TCGA-DD-A73E-01,HRAS,normal,      -1.098,628
1337888,TCGA-06-2570-01,HRAS,normal,      -1.583,329
1650363,TCGA-AB-2871-03,HRAS,normal,       0.510,377
2340113,TCGA-ER-A42K-06,HRAS,normal,      -0.737,540
2457443,TCGA-TQ-A7RR-01,HRAS,normal,      -1.032,545
2193639,TCGA-P3-A5Q6-01,HRAS,normal,      -0.278,627
2263130,TCGA-J4-A6G3-01,HRAS,normal,      -0.620,435
2197979,TCGA-BR-A453-01,HRAS,normal,      -0.284,541
1731252,TCGA-29-1762-01,HRAS,normal,      -0.810,331
2194318,TCGA-FG-8182-01,HRAS,normal,      -0.747,545
1780086,TCGA-35-4122-01,HRAS,normal,      -0.103,417
2193732,TCGA-CR-7369-01,HRAS,normal,      -0.350,627
2197968,TCGA-HU-A4G2-01,HRAS,normal,       0.427,541
2121697,TCGA-EE-A3AF-06,HRAS,normal,       0.014,540
2386261,TCGA-E1-A7YV-01,HRAS,normal,      -0.314,545
2198319,TCGA-EY-A1H0-01,HRAS,normal,      -0.033,419
1899700,TCGA-A8-A08G-01,HRAS,over,       2.233,414
2193738,TCGA-CN-5358-01,HRAS,normal,      -0.600,627
2121848,TCGA-CE-A3ME-01,HRAS,normal,      -0.206,542
1651023,TCGA-AA-3685-01,HRAS,normal,       0.167,376
2339743,TCGA-WE-A8ZY-06,HRAS,normal,      -0.503,540
2121506,TCGA-D3-A1Q9-06,HRAS,normal,      -0.233,540
2195044,TCGA-43-8115-01,HRAS,normal,      -0.994,418
2339658,TCGA-95-8039-01,HRAS,normal,      -0.428,417
2196514,TCGA-F2-6879-01,HRAS,normal,      -0.133,629
2195158,TCGA-90-A4ED-01,HRAS,normal,       0.580,418
1337987,TCGA-14-0787-01,HRAS,normal,       0.984,329
2122002,TCGA-EL-A3T9-01,HRAS,normal,      -0.467,542
2270123,TCGA-OR-A5K9-01,HRAS,normal,      -1.933,631
1900070,TCGA-D8-A1XA-01,HRAS,normal,      -0.050,414
1783385,TCGA-B5-A0JS-01,HRAS,normal,      -0.381,419
1782920,TCGA-66-2789-01,HRAS,normal,      -0.822,418
2263412,TCGA-EK-A3GK-01,HRAS,normal,      -1.068,415
1651548,TCGA-AG-3612-01,HRAS,normal,       0.183,375
2270126,TCGA-OR-A5LR-01,HRAS,normal,      -1.879,631
2121630,TCGA-EE-A20H-06,HRAS,normal,      -0.709,540
1900004,TCGA-C8-A12U-01,HRAS,normal,       0.128,414
1337808,TCGA-02-2483-01,HRAS,normal,      -0.774,329
1779943,TCGA-BP-5174-01,HRAS,normal,       0.797,416
2263327,TCGA-C5-A8XI-01,HRAS,normal,      -0.015,415
2385777,TCGA-UY-A78O-01,HRAS,normal,       0.174,413
1898108,TCGA-DK-A3IT-01,HRAS,normal,      -0.567,413
2385902,TCGA-98-A53J-01,HRAS,normal,       1.078,418
2339644,TCGA-DD-AAW2-01,HRAS,normal,      -0.942,628
2120536,TCGA-DV-5576-01,HRAS,normal,      -0.468,416
1780188,TCGA-64-1677-01,HRAS,normal,       0.251,417
2339521,TCGA-S5-A6DX-01,HRAS,over,       5.054,413
1780083,TCGA-05-5715-01,HRAS,normal,      -0.670,417
2121744,TCGA-FR-A44A-06,HRAS,normal,      -0.440,540
2193244,TCGA-K4-A6MB-01,HRAS,normal,      -1.187,413
2120354,TCGA-32-2638-01,HRAS,normal,      -0.853,329
2340101,TCGA-XJ-A9DX-01,HRAS,normal,       1.719,435
2269853,TCGA-LN-A4MR-01,HRAS,normal,      -0.474,633
1900220,TCGA-E9-A22E-01,HRAS,normal,      -0.143,414
1779248,TCGA-CU-A0YO-01,HRAS,normal,      -0.701,413
2386087,TCGA-T1-A6J8-01,HRAS,normal,       0.066,628
2194809,TCGA-55-8513-01,HRAS,normal,      -0.477,417
2121845,TCGA-CE-A13K-01,HRAS,normal,       0.074,542
1731338,TCGA-61-1738-01,HRAS,normal,       0.462,331
1779921,TCGA-BP-4986-01,HRAS,normal,      -0.121,416
1779231,TCGA-BT-A20J-01,HRAS,normal,      -1.139,413
1337884,TCGA-06-2565-01,HRAS,normal,      -1.162,329
2194663,TCGA-FV-A2QR-01,HRAS,normal,      -0.340,628
2193224,TCGA-E7-A4IJ-01,HRAS,normal,      -0.571,413
2121558,TCGA-D9-A1JX-06,HRAS,normal,      -0.982,540
2339750,TCGA-YG-AA3N-01,HRAS,normal,       0.098,540
2457493,TCGA-XR-A8TC-01,HRAS,normal,      -0.805,628
2339338,TCGA-DD-AAVR-01,HRAS,normal,      -0.077,628
2386213,TCGA-ZJ-A8QO-01,HRAS,normal,      -0.356,415
2380419,TCGA-XV-AAZV-01,HRAS,normal,       1.270,540
2194544,TCGA-DD-A4ND-01,HRAS,normal,      -0.248,628
2120327,TCGA-26-5139-01,HRAS,normal,      -0.636,329
2339451,TCGA-EJ-AB27-01,HRAS,normal,      -0.387,435
1779250,TCGA-DK-A1A3-01,HRAS,normal,      -1.195,413
2187867,TCGA-A7-A3J0-01,HRAS,normal,       0.894,414
2197882,TCGA-D7-8579-01,HRAS,normal,      -0.747,541
2121863,TCGA-DJ-A13S-01,HRAS,normal,      -0.310,542
2262893,TCGA-BK-A6W4-01,HRAS,normal,      -0.821,419
2121518,TCGA-D3-A2JG-06,HRAS,normal,       0.184,540
2194637,TCGA-DD-A3A7-01,HRAS,over,       3.829,628
2194216,TCGA-DU-6405-01,HRAS,normal,      -0.480,545
1900216,TCGA-E9-A229-01,HRAS,normal,      -0.243,414
2339328,TCGA-UB-A7MD-01,HRAS,normal,       0.579,628
1900063,TCGA-D8-A1JT-01,HRAS,normal,      -1.018,414
2386240,TCGA-EO-A3KX-01,HRAS,normal,      -0.137,419
1914065,TCGA-78-7161-01,HRAS,normal,      -0.118,417
1899931,TCGA-BH-A0GY-01,HRAS,normal,      -0.158,414
2385698,TCGA-3A-A9IL-01,HRAS,normal,       0.890,629
2340262,TCGA-AR-A2LJ-01,HRAS,normal,       0.832,414
2120514,TCGA-CJ-4887-01,HRAS,normal,       0.198,416
2457504,TCGA-AC-A5EH-01,HRAS,normal,       0.044,414
2193922,TCGA-B8-4619-01,HRAS,normal,      -0.735,416
2198417,TCGA-AP-A1DP-01,HRAS,normal,      -0.672,419
1651071,TCGA-AA-3947-01,HRAS,normal,      -1.438,376
2193846,TCGA-CN-6023-01,HRAS,normal,      -0.645,627
2269684,TCGA-IE-A4EJ-01,HRAS,normal,      -0.268,635
2194138,TCGA-HT-7681-01,HRAS,normal,       0.146,545
1899766,TCGA-AN-A0XR-01,HRAS,normal,       0.579,414
2263371,TCGA-EB-A97M-01,HRAS,normal,       0.540,540
1900133,TCGA-E2-A15A-06,HRAS,normal,      -0.598,414
1913476,TCGA-BP-4969-01,HRAS,normal,       0.954,416
1900053,TCGA-D8-A1JG-01,HRAS,normal,      -0.046,414
2193232,TCGA-FD-A3SJ-01,HRAS,normal,      -1.027,413
2121812,TCGA-BJ-A0ZB-01,HRAS,normal,      -0.719,542
2339213,TCGA-Z7-A8R6-01,HRAS,normal,       0.940,414
2339841,TCGA-DB-A75K-01,HRAS,normal,       0.606,545
2386073,TCGA-DD-AACN-01,HRAS,normal,      -0.404,628
2339520,TCGA-2F-A9KR-01,HRAS,normal,      -0.221,413
2193857,TCGA-BA-6871-01,HRAS,normal,      -0.739,627
1913401,TCGA-B4-5835-01,HRAS,normal,      -0.698,416
2194845,TCGA-86-8673-01,HRAS,normal,      -0.516,417
1651173,TCGA-AZ-6599-01,HRAS,normal,      -0.611,376
2198182,TCGA-IM-A420-01,HRAS,normal,      -0.181,542
1780029,TCGA-CZ-5461-01,HRAS,normal,      -0.094,416
2122150,TCGA-FE-A3PD-01,HRAS,normal,       0.385,542
1651019,TCGA-AA-3679-01,HRAS,normal,      -0.655,376
2196522,TCGA-F2-A44H-01,HRAS,normal,      -0.811,629
2270204,TCGA-WK-A8XS-01,HRAS,normal,      -0.340,635
2195132,TCGA-85-A4CL-01,HRAS,normal,       0.102,418
2340041,TCGA-DD-AAE2-01,HRAS,normal,       0.078,628
2121648,TCGA-EE-A29X-06,HRAS,normal,      -0.491,540
2195159,TCGA-22-A5C4-01,HRAS,normal,      -1.299,418
2121801,TCGA-GN-A26C-01,HRAS,normal,       0.254,540
1780481,TCGA-18-5592-01,HRAS,normal,      -0.880,418
2197950,TCGA-CD-8525-01,HRAS,normal,       0.152,541
2198431,TCGA-H5-A2HR-01,HRAS,over,       2.266,419
2194533,TCGA-ED-A7PX-01,HRAS,normal,       1.434,628
2121869,TCGA-DJ-A1QD-01,HRAS,normal,      -0.708,542
2457431,TCGA-P5-A77W-01,HRAS,normal,      -0.243,545
2120272,TCGA-06-5859-01,HRAS,normal,      -0.333,329
2263244,TCGA-B6-A401-01,HRAS,normal,       0.168,414
2194857,TCGA-62-A46P-01,HRAS,normal,       1.466,417
1651125,TCGA-AA-A022-01,HRAS,normal,       1.319,376
2262703,TCGA-E9-A6HE-01,HRAS,normal,       1.419,414
1779788,TCGA-A3-3363-01,HRAS,normal,      -0.358,416
1650421,TCGA-AB-2929-03,HRAS,normal,      -0.146,377
2195207,TCGA-77-8138-01,HRAS,normal,      -0.454,418
2194534,TCGA-ED-A8O6-01,HRAS,normal,      -0.019,628
2385943,TCGA-HC-A8D0-01,HRAS,normal,      -0.316,435
2187687,TCGA-OL-A66P-01,HRAS,over,       4.428,414
1779819,TCGA-B0-4852-01,HRAS,normal,      -0.201,416
1899952,TCGA-BH-A18K-01,HRAS,normal,      -0.352,414
2270131,TCGA-R6-A6Y0-01,HRAS,normal,      -0.195,633
2340076,TCGA-3E-AAAZ-01,HRAS,normal,      -0.348,629
2121572,TCGA-DA-A1I2-06,HRAS,normal,      -0.585,540
2339779,TCGA-4Z-AA7Y-01,HRAS,normal,      -0.568,413
1914062,TCGA-78-7158-01,HRAS,normal,      -0.881,417
2270024,TCGA-L5-A88W-01,HRAS,normal,       0.546,633
2339455,TCGA-KK-A7AZ-01,HRAS,normal,       1.055,435
1783533,TCGA-D1-A17Q-01,HRAS,normal,       1.747,419
2121633,TCGA-EE-A29B-06,HRAS,normal,       0.469,540
2197912,TCGA-HJ-7597-01,HRAS,normal,       0.573,541
2194638,TCGA-DD-A4NI-01,HRAS,normal,      -0.752,628
1651213,TCGA-CM-5341-01,HRAS,normal,      -0.721,376
2198185,TCGA-H2-A422-01,HRAS,normal,      -0.565,542
2198356,TCGA-A5-A1OK-01,HRAS,normal,      -1.230,419
2187729,TCGA-GM-A2DN-01,HRAS,normal,      -0.412,414
2270043,TCGA-OR-A5JD-01,HRAS,normal,      -1.406,631
1651644,TCGA-G5-6233-01,HRAS,normal,       0.965,375
2196398,TCGA-24-2023-01,HRAS,normal,       0.002,331
1475004,TCGA-61-2111-01,HRAS,normal,      -1.614,331
